,gene_id,gene_name,Type
UBAC1,ENSG00000130560,UBAC1,Gene Expression
NACC2,ENSG00000148411,NACC2,Gene Expression
TMEM250,ENSG00000238227,TMEM250,Gene Expression
QSOX2,ENSG00000165661,QSOX2,Gene Expression
GPSM1,ENSG00000160360,GPSM1,Gene Expression
DNLZ,ENSG00000213221,DNLZ,Gene Expression
CARD9,ENSG00000187796,CARD9,Gene Expression
SNAPC4,ENSG00000165684,SNAPC4,Gene Expression
ENTR1,ENSG00000165689,ENTR1,Gene Expression
PMPCA,ENSG00000165688,PMPCA,Gene Expression
INPP5E,ENSG00000148384,INPP5E,Gene Expression
SEC16A,ENSG00000148396,SEC16A,Gene Expression
NOTCH1,ENSG00000148400,NOTCH1,Gene Expression
EGFL7,ENSG00000172889,EGFL7,Gene Expression
AGPAT2,ENSG00000169692,AGPAT2,Gene Expression
DIPK1B,ENSG00000165716,DIPK1B,Gene Expression
SNHG7,ENSG00000233016,SNHG7,Gene Expression
TMEM141,ENSG00000244187,TMEM141,Gene Expression
RABL6,ENSG00000196642,RABL6,Gene Expression
AJM1,ENSG00000232434,AJM1,Gene Expression
PHPT1,ENSG00000054148,PHPT1,Gene Expression
ENSG00000288873,ENSG00000288873,ENSG00000288873,Gene Expression
EDF1,ENSG00000107223,EDF1,Gene Expression
TRAF2,ENSG00000127191,TRAF2,Gene Expression
FBXW5,ENSG00000159069,FBXW5,Gene Expression
C8G,ENSG00000176919,C8G,Gene Expression
PTGDS,ENSG00000107317,PTGDS,Gene Expression
PAXX,ENSG00000148362,PAXX,Gene Expression
CLIC3,ENSG00000169583,CLIC3,Gene Expression
ABCA2,ENSG00000107331,ABCA2,Gene Expression
NPDC1,ENSG00000107281,NPDC1,Gene Expression
SAPCD2,ENSG00000186193,SAPCD2,Gene Expression
UAP1L1,ENSG00000197355,UAP1L1,Gene Expression
MAN1B1-DT,ENSG00000268996,MAN1B1-DT,Gene Expression
MAN1B1,ENSG00000177239,MAN1B1,Gene Expression
DPP7,ENSG00000176978,DPP7,Gene Expression
ANAPC2,ENSG00000176248,ANAPC2,Gene Expression
SSNA1,ENSG00000176101,SSNA1,Gene Expression
TPRN,ENSG00000176058,TPRN,Gene Expression
TMEM203,ENSG00000187713,TMEM203,Gene Expression
NDOR1,ENSG00000188566,NDOR1,Gene Expression
TUBB4B,ENSG00000188229,TUBB4B,Gene Expression
NELFB,ENSG00000188986,NELFB,Gene Expression
TOR4A,ENSG00000198113,TOR4A,Gene Expression
NRARP,ENSG00000198435,NRARP,Gene Expression
EXD3,ENSG00000187609,EXD3,Gene Expression
NOXA1,ENSG00000188747,NOXA1,Gene Expression
NSMF,ENSG00000165802,NSMF,Gene Expression
PNPLA7,ENSG00000130653,PNPLA7,Gene Expression
MRPL41,ENSG00000182154,MRPL41,Gene Expression
DPH7,ENSG00000148399,DPH7,Gene Expression
ZMYND19,ENSG00000165724,ZMYND19,Gene Expression
ARRDC1,ENSG00000197070,ARRDC1,Gene Expression
ARRDC1-AS1,ENSG00000203993,ARRDC1-AS1,Gene Expression
EHMT1,ENSG00000181090,EHMT1,Gene Expression
ZMYND11,ENSG00000015171,ZMYND11,Gene Expression
LARP4B,ENSG00000107929,LARP4B,Gene Expression
ENSG00000205740,ENSG00000205740,ENSG00000205740,Gene Expression
GTPBP4,ENSG00000107937,GTPBP4,Gene Expression
IDI2-AS1,ENSG00000232656,IDI2-AS1,Gene Expression
IDI1,ENSG00000067064,IDI1,Gene Expression
WDR37,ENSG00000047056,WDR37,Gene Expression
LINC00200,ENSG00000229205,LINC00200,Gene Expression
ADARB2,ENSG00000185736,ADARB2,Gene Expression
PFKP,ENSG00000067057,PFKP,Gene Expression
PITRM1,ENSG00000107959,PITRM1,Gene Expression
KLF6,ENSG00000067082,KLF6,Gene Expression
ENSG00000288755,ENSG00000288755,ENSG00000288755,Gene Expression
AKR1E2,ENSG00000165568,AKR1E2,Gene Expression
AKR1C1,ENSG00000187134,AKR1C1,Gene Expression
AKR1C2,ENSG00000151632,AKR1C2,Gene Expression
AKR1C3,ENSG00000196139,AKR1C3,Gene Expression
TUBAL3,ENSG00000178462,TUBAL3,Gene Expression
NET1,ENSG00000173848,NET1,Gene Expression
ASB13,ENSG00000196372,ASB13,Gene Expression
TASOR2,ENSG00000108021,TASOR2,Gene Expression
GDI2,ENSG00000057608,GDI2,Gene Expression
ANKRD16,ENSG00000134461,ANKRD16,Gene Expression
FBH1,ENSG00000134452,FBH1,Gene Expression
IL15RA,ENSG00000134470,IL15RA,Gene Expression
RBM17,ENSG00000134453,RBM17,Gene Expression
PFKFB3,ENSG00000170525,PFKFB3,Gene Expression
PRKCQ,ENSG00000065675,PRKCQ,Gene Expression
PRKCQ-AS1,ENSG00000237943,PRKCQ-AS1,Gene Expression
SFMBT2,ENSG00000198879,SFMBT2,Gene Expression
ITIH5,ENSG00000123243,ITIH5,Gene Expression
KIN,ENSG00000151657,KIN,Gene Expression
ATP5F1C,ENSG00000165629,ATP5F1C,Gene Expression
TAF3,ENSG00000165632,TAF3,Gene Expression
LINC02663,ENSG00000228636,LINC02663,Gene Expression
CELF2,ENSG00000048740,CELF2,Gene Expression
USP6NL,ENSG00000148429,USP6NL,Gene Expression
ECHDC3,ENSG00000134463,ECHDC3,Gene Expression
PROSER2,ENSG00000148426,PROSER2,Gene Expression
PROSER2-AS1,ENSG00000225778,PROSER2-AS1,Gene Expression
UPF2,ENSG00000151461,UPF2,Gene Expression
DHTKD1,ENSG00000181192,DHTKD1,Gene Expression
SEC61A2,ENSG00000065665,SEC61A2,Gene Expression
NUDT5,ENSG00000165609,NUDT5,Gene Expression
CDC123,ENSG00000151465,CDC123,Gene Expression
OPTN,ENSG00000123240,OPTN,Gene Expression
MCM10,ENSG00000065328,MCM10,Gene Expression
PHYH,ENSG00000107537,PHYH,Gene Expression
SEPHS1,ENSG00000086475,SEPHS1,Gene Expression
ENSG00000286514,ENSG00000286514,ENSG00000286514,Gene Expression
ENSG00000233256,ENSG00000233256,ENSG00000233256,Gene Expression
BEND7,ENSG00000165626,BEND7,Gene Expression
PRPF18,ENSG00000165630,PRPF18,Gene Expression
FRMD4A,ENSG00000151474,FRMD4A,Gene Expression
FAM107B,ENSG00000065809,FAM107B,Gene Expression
CDNF,ENSG00000185267,CDNF,Gene Expression
MSANTD7,ENSG00000284024,MSANTD7,Gene Expression
HSPA14,ENSG00000187522,HSPA14,Gene Expression
SUV39H2-DT,ENSG00000272853,SUV39H2-DT,Gene Expression
SUV39H2,ENSG00000152455,SUV39H2,Gene Expression
DCLRE1C,ENSG00000152457,DCLRE1C,Gene Expression
MEIG1,ENSG00000197889,MEIG1,Gene Expression
OLAH,ENSG00000152463,OLAH,Gene Expression
RPP38,ENSG00000152464,RPP38,Gene Expression
NMT2,ENSG00000152465,NMT2,Gene Expression
FAM171A1,ENSG00000148468,FAM171A1,Gene Expression
MINDY3,ENSG00000148481,MINDY3,Gene Expression
PTER,ENSG00000165983,PTER,Gene Expression
RSU1,ENSG00000148484,RSU1,Gene Expression
CUBN,ENSG00000107611,CUBN,Gene Expression
TRDMT1,ENSG00000107614,TRDMT1,Gene Expression
VIM-AS1,ENSG00000229124,VIM-AS1,Gene Expression
VIM,ENSG00000026025,VIM,Gene Expression
ENSG00000234961,ENSG00000234961,ENSG00000234961,Gene Expression
ST8SIA6,ENSG00000148488,ST8SIA6,Gene Expression
ST8SIA6-AS1,ENSG00000204832,ST8SIA6-AS1,Gene Expression
HACD1,ENSG00000165996,HACD1,Gene Expression
STAM-DT,ENSG00000260589,STAM-DT,Gene Expression
STAM,ENSG00000136738,STAM,Gene Expression
ENSG00000240291,ENSG00000240291,ENSG00000240291,Gene Expression
NSUN6,ENSG00000241058,NSUN6,Gene Expression
ARL5B,ENSG00000165997,ARL5B,Gene Expression
NEBL,ENSG00000078114,NEBL,Gene Expression
MLLT10,ENSG00000078403,MLLT10,Gene Expression
DNAJC1,ENSG00000136770,DNAJC1,Gene Expression
EBLN1,ENSG00000223601,EBLN1,Gene Expression
COMMD3,ENSG00000148444,COMMD3,Gene Expression
BMI1,ENSG00000168283,BMI1,Gene Expression
SPAG6,ENSG00000077327,SPAG6,Gene Expression
PIP4K2A,ENSG00000150867,PIP4K2A,Gene Expression
MSRB2,ENSG00000148450,MSRB2,Gene Expression
OTUD1,ENSG00000165312,OTUD1,Gene Expression
ARHGAP21,ENSG00000107863,ARHGAP21,Gene Expression
PRTFDC1,ENSG00000099256,PRTFDC1,Gene Expression
ENSG00000273107,ENSG00000273107,ENSG00000273107,Gene Expression
ENKUR,ENSG00000151023,ENKUR,Gene Expression
THNSL1,ENSG00000185875,THNSL1,Gene Expression
GPR158,ENSG00000151025,GPR158,Gene Expression
PDSS1,ENSG00000148459,PDSS1,Gene Expression
ABI1,ENSG00000136754,ABI1,Gene Expression
ANKRD26,ENSG00000107890,ANKRD26,Gene Expression
YME1L1,ENSG00000136758,YME1L1,Gene Expression
MASTL,ENSG00000120539,MASTL,Gene Expression
ACBD5,ENSG00000107897,ACBD5,Gene Expression
RAB18,ENSG00000099246,RAB18,Gene Expression
WAC-AS1,ENSG00000254635,WAC-AS1,Gene Expression
WAC,ENSG00000095787,WAC,Gene Expression
BAMBI,ENSG00000095739,BAMBI,Gene Expression
LINC01517,ENSG00000232624,LINC01517,Gene Expression
SVIL-AS1,ENSG00000291093,SVIL-AS1,Gene Expression
SVIL,ENSG00000197321,SVIL,Gene Expression
MTPAP,ENSG00000107951,MTPAP,Gene Expression
MAP3K8,ENSG00000107968,MAP3K8,Gene Expression
ZNF438,ENSG00000183621,ZNF438,Gene Expression
ZEB1-AS1,ENSG00000237036,ZEB1-AS1,Gene Expression
ZEB1,ENSG00000148516,ZEB1,Gene Expression
ARHGAP12,ENSG00000165322,ARHGAP12,Gene Expression
KIF5B,ENSG00000170759,KIF5B,Gene Expression
EPC1,ENSG00000120616,EPC1,Gene Expression
ENSG00000286409,ENSG00000286409,ENSG00000286409,Gene Expression
CCDC7,ENSG00000216937,CCDC7,Gene Expression
ITGB1,ENSG00000150093,ITGB1,Gene Expression
ITGB1-DT,ENSG00000229656,ITGB1-DT,Gene Expression
PARD3,ENSG00000148498,PARD3,Gene Expression
CUL2,ENSG00000108094,CUL2,Gene Expression
CREM,ENSG00000095794,CREM,Gene Expression
CCNY,ENSG00000108100,CCNY,Gene Expression
CCNY-AS1,ENSG00000271335,CCNY-AS1,Gene Expression
ZNF248,ENSG00000198105,ZNF248,Gene Expression
ENSG00000236514,ENSG00000236514,ENSG00000236514,Gene Expression
ZNF33A,ENSG00000189180,ZNF33A,Gene Expression
ZNF37A,ENSG00000075407,ZNF37A,Gene Expression
ENSG00000291065,ENSG00000291065,ENSG00000291065,Gene Expression
CCNYL2,ENSG00000290445,CCNYL2,Gene Expression
LINC00839,ENSG00000185904,LINC00839,Gene Expression
ZNF33B,ENSG00000196693,ZNF33B,Gene Expression
ENSG00000285884,ENSG00000285884,ENSG00000285884,Gene Expression
BMS1,ENSG00000165733,BMS1,Gene Expression
CSGALNACT2-DT,ENSG00000273008,CSGALNACT2-DT,Gene Expression
CSGALNACT2,ENSG00000169826,CSGALNACT2,Gene Expression
RASGEF1A,ENSG00000198915,RASGEF1A,Gene Expression
HNRNPF,ENSG00000169813,HNRNPF,Gene Expression
LINC02916,ENSG00000230555,LINC02916,Gene Expression
ZNF487,ENSG00000243660,ZNF487,Gene Expression
ZNF239,ENSG00000196793,ZNF239,Gene Expression
ZNF485,ENSG00000198298,ZNF485,Gene Expression
ZNF32,ENSG00000169740,ZNF32,Gene Expression
ZNF22,ENSG00000165512,ZNF22,Gene Expression
ALOX5,ENSG00000012779,ALOX5,Gene Expression
MARCHF8,ENSG00000165406,MARCHF8,Gene Expression
ENSG00000290460,ENSG00000290460,ENSG00000290460,Gene Expression
WASHC2C,ENSG00000172661,WASHC2C,Gene Expression
AGAP4,ENSG00000188234,AGAP4,Gene Expression
ENSG00000290921,ENSG00000290921,ENSG00000290921,Gene Expression
TIMM23,ENSG00000265354,TIMM23,Gene Expression
NCOA4,ENSG00000266412,NCOA4,Gene Expression
GLUD1P2,ENSG00000290875,GLUD1P2,Gene Expression
BMS1P1,ENSG00000291069,BMS1P1,Gene Expression
ENSG00000290453,ENSG00000290453,ENSG00000290453,Gene Expression
MAPK8,ENSG00000107643,MAPK8,Gene Expression
ARHGAP22,ENSG00000128805,ARHGAP22,Gene Expression
VSTM4,ENSG00000165633,VSTM4,Gene Expression
TMEM273,ENSG00000204161,TMEM273,Gene Expression
C10orf71,ENSG00000177354,C10orf71,Gene Expression
ERCC6,ENSG00000225830,ERCC6,Gene Expression
PARG,ENSG00000227345,PARG,Gene Expression
TIMM23B,ENSG00000204152,TIMM23B,Gene Expression
AGAP6,ENSG00000204149,AGAP6,Gene Expression
WASHC2A,ENSG00000099290,WASHC2A,Gene Expression
ASAH2,ENSG00000188611,ASAH2,Gene Expression
SGMS1,ENSG00000198964,SGMS1,Gene Expression
ENSG00000286401,ENSG00000286401,ENSG00000286401,Gene Expression
SGMS1-AS1,ENSG00000226200,SGMS1-AS1,Gene Expression
ASAH2B,ENSG00000204147,ASAH2B,Gene Expression
CSTF2T,ENSG00000177613,CSTF2T,Gene Expression
ZWINT,ENSG00000122952,ZWINT,Gene Expression
ENSG00000287016,ENSG00000287016,ENSG00000287016,Gene Expression
IPMK,ENSG00000151151,IPMK,Gene Expression
CISD1,ENSG00000122873,CISD1,Gene Expression
UBE2D1,ENSG00000072401,UBE2D1,Gene Expression
TFAM,ENSG00000108064,TFAM,Gene Expression
SLC16A9,ENSG00000165449,SLC16A9,Gene Expression
CCDC6,ENSG00000108091,CCDC6,Gene Expression
ANK3,ENSG00000151150,ANK3,Gene Expression
CDK1,ENSG00000170312,CDK1,Gene Expression
RHOBTB1,ENSG00000072422,RHOBTB1,Gene Expression
CABCOCO1,ENSG00000183346,CABCOCO1,Gene Expression
LINC02625,ENSG00000233643,LINC02625,Gene Expression
ARID5B,ENSG00000150347,ARID5B,Gene Expression
RTKN2,ENSG00000182010,RTKN2,Gene Expression
ADO,ENSG00000181915,ADO,Gene Expression
NRBF2,ENSG00000148572,NRBF2,Gene Expression
JMJD1C,ENSG00000171988,JMJD1C,Gene Expression
JMJD1C-AS1,ENSG00000272767,JMJD1C-AS1,Gene Expression
REEP3,ENSG00000165476,REEP3,Gene Expression
DNAJC12,ENSG00000108176,DNAJC12,Gene Expression
SIRT1,ENSG00000096717,SIRT1,Gene Expression
HERC4,ENSG00000148634,HERC4,Gene Expression
PBLD,ENSG00000108187,PBLD,Gene Expression
HNRNPH3,ENSG00000096746,HNRNPH3,Gene Expression
RUFY2,ENSG00000204130,RUFY2,Gene Expression
DNA2,ENSG00000138346,DNA2,Gene Expression
SLC25A16,ENSG00000122912,SLC25A16,Gene Expression
TET1,ENSG00000138336,TET1,Gene Expression
CCAR1,ENSG00000060339,CCAR1,Gene Expression
STOX1,ENSG00000165730,STOX1,Gene Expression
DDX50,ENSG00000107625,DDX50,Gene Expression
DDX21,ENSG00000165732,DDX21,Gene Expression
KIFBP,ENSG00000198954,KIFBP,Gene Expression
SRGN,ENSG00000122862,SRGN,Gene Expression
VPS26A,ENSG00000122958,VPS26A,Gene Expression
SUPV3L1,ENSG00000156502,SUPV3L1,Gene Expression
HK1,ENSG00000156515,HK1,Gene Expression
FAM241B,ENSG00000171224,FAM241B,Gene Expression
AIFM2,ENSG00000042286,AIFM2,Gene Expression
TYSND1,ENSG00000156521,TYSND1,Gene Expression
SAR1A,ENSG00000079332,SAR1A,Gene Expression
PPA1,ENSG00000180817,PPA1,Gene Expression
LRRC20,ENSG00000172731,LRRC20,Gene Expression
EIF4EBP2,ENSG00000148730,EIF4EBP2,Gene Expression
PALD1,ENSG00000107719,PALD1,Gene Expression
ADAMTS14,ENSG00000138316,ADAMTS14,Gene Expression
SGPL1,ENSG00000166224,SGPL1,Gene Expression
PCBD1,ENSG00000166228,PCBD1,Gene Expression
UNC5B,ENSG00000107731,UNC5B,Gene Expression
SLC29A3,ENSG00000198246,SLC29A3,Gene Expression
VSIR,ENSG00000107738,VSIR,Gene Expression
PSAP,ENSG00000197746,PSAP,Gene Expression
ENSG00000289592,ENSG00000289592,ENSG00000289592,Gene Expression
CHST3,ENSG00000122863,CHST3,Gene Expression
ASCC1,ENSG00000138303,ASCC1,Gene Expression
ANAPC16,ENSG00000166295,ANAPC16,Gene Expression
DDIT4,ENSG00000168209,DDIT4,Gene Expression
DNAJB12,ENSG00000148719,DNAJB12,Gene Expression
MICU1,ENSG00000107745,MICU1,Gene Expression
MCU,ENSG00000156026,MCU,Gene Expression
P4HA1,ENSG00000122884,P4HA1,Gene Expression
NUDT13,ENSG00000166321,NUDT13,Gene Expression
ECD,ENSG00000122882,ECD,Gene Expression
FAM149B1,ENSG00000138286,FAM149B1,Gene Expression
DNAJC9,ENSG00000213551,DNAJC9,Gene Expression
MRPS16,ENSG00000182180,MRPS16,Gene Expression
DNAJC9-AS1,ENSG00000227540,DNAJC9-AS1,Gene Expression
CFAP70,ENSG00000156042,CFAP70,Gene Expression
ANXA7,ENSG00000138279,ANXA7,Gene Expression
PPP3CB,ENSG00000107758,PPP3CB,Gene Expression
PPP3CB-AS1,ENSG00000221817,PPP3CB-AS1,Gene Expression
USP54,ENSG00000166348,USP54,Gene Expression
ENSG00000268584,ENSG00000268584,ENSG00000268584,Gene Expression
AGAP5,ENSG00000172650,AGAP5,Gene Expression
ENSG00000290737,ENSG00000290737,ENSG00000290737,Gene Expression
GLUD1P3,ENSG00000291043,GLUD1P3,Gene Expression
SEC24C,ENSG00000176986,SEC24C,Gene Expression
FUT11,ENSG00000196968,FUT11,Gene Expression
ENSG00000288823,ENSG00000288823,ENSG00000288823,Gene Expression
CHCHD1,ENSG00000172586,CHCHD1,Gene Expression
ZSWIM8,ENSG00000214655,ZSWIM8,Gene Expression
NDST2,ENSG00000166507,NDST2,Gene Expression
CAMK2G,ENSG00000148660,CAMK2G,Gene Expression
PLAU,ENSG00000122861,PLAU,Gene Expression
VCL,ENSG00000035403,VCL,Gene Expression
AP3M1,ENSG00000185009,AP3M1,Gene Expression
ADK,ENSG00000156110,ADK,Gene Expression
KAT6B,ENSG00000156650,KAT6B,Gene Expression
DUSP13,ENSG00000079393,DUSP13,Gene Expression
SAMD8,ENSG00000156671,SAMD8,Gene Expression
VDAC2,ENSG00000165637,VDAC2,Gene Expression
COMTD1,ENSG00000165644,COMTD1,Gene Expression
ZNF503-AS1,ENSG00000226051,ZNF503-AS1,Gene Expression
ENSG00000273248,ENSG00000273248,ENSG00000273248,Gene Expression
LRMDA,ENSG00000148655,LRMDA,Gene Expression
KCNMA1,ENSG00000156113,KCNMA1,Gene Expression
DLG5,ENSG00000151208,DLG5,Gene Expression
POLR3A,ENSG00000148606,POLR3A,Gene Expression
RPS24,ENSG00000138326,RPS24,Gene Expression
ZMIZ1,ENSG00000108175,ZMIZ1,Gene Expression
PPIF,ENSG00000108179,PPIF,Gene Expression
ZCCHC24,ENSG00000165424,ZCCHC24,Gene Expression
EIF5AL1,ENSG00000253626,EIF5AL1,Gene Expression
NUTM2B-AS1,ENSG00000225484,NUTM2B-AS1,Gene Expression
ENSG00000272447,ENSG00000272447,ENSG00000272447,Gene Expression
ANXA11,ENSG00000122359,ANXA11,Gene Expression
DYDC2,ENSG00000133665,DYDC2,Gene Expression
PRXL2A,ENSG00000122378,PRXL2A,Gene Expression
TSPAN14,ENSG00000108219,TSPAN14,Gene Expression
GHITM,ENSG00000165678,GHITM,Gene Expression
LINC00858,ENSG00000229404,LINC00858,Gene Expression
CCSER2,ENSG00000107771,CCSER2,Gene Expression
GRID1,ENSG00000182771,GRID1,Gene Expression
WAPL,ENSG00000062650,WAPL,Gene Expression
WAPL-DT,ENSG00000227896,WAPL-DT,Gene Expression
BMPR1A,ENSG00000107779,BMPR1A,Gene Expression
SNCG,ENSG00000173267,SNCG,Gene Expression
ADIRF,ENSG00000148671,ADIRF,Gene Expression
GLUD1,ENSG00000148672,GLUD1,Gene Expression
SHLD2,ENSG00000122376,SHLD2,Gene Expression
NUTM2A-AS1,ENSG00000223482,NUTM2A-AS1,Gene Expression
LINC00863,ENSG00000224914,LINC00863,Gene Expression
MINPP1,ENSG00000107789,MINPP1,Gene Expression
ATAD1,ENSG00000138138,ATAD1,Gene Expression
CFL1P1,ENSG00000290782,CFL1P1,Gene Expression
PTEN,ENSG00000171862,PTEN,Gene Expression
RNLS,ENSG00000184719,RNLS,Gene Expression
IFIT2,ENSG00000119922,IFIT2,Gene Expression
IFIT3,ENSG00000119917,IFIT3,Gene Expression
PANK1,ENSG00000152782,PANK1,Gene Expression
ENSG00000235100,ENSG00000235100,ENSG00000235100,Gene Expression
KIF20B,ENSG00000138182,KIF20B,Gene Expression
RPP30,ENSG00000148688,RPP30,Gene Expression
PCGF5,ENSG00000180628,PCGF5,Gene Expression
HECTD2,ENSG00000165338,HECTD2,Gene Expression
TNKS2,ENSG00000107854,TNKS2,Gene Expression
FGFBP3,ENSG00000174721,FGFBP3,Gene Expression
BTAF1,ENSG00000095564,BTAF1,Gene Expression
CPEB3,ENSG00000107864,CPEB3,Gene Expression
MARCHF5,ENSG00000198060,MARCHF5,Gene Expression
IDE,ENSG00000119912,IDE,Gene Expression
KIF11,ENSG00000138160,KIF11,Gene Expression
HHEX,ENSG00000152804,HHEX,Gene Expression
EXOC6,ENSG00000138190,EXOC6,Gene Expression
CYP26A1,ENSG00000095596,CYP26A1,Gene Expression
CEP55,ENSG00000138180,CEP55,Gene Expression
FRA10AC1,ENSG00000148690,FRA10AC1,Gene Expression
SLC35G1,ENSG00000176273,SLC35G1,Gene Expression
NOC3L,ENSG00000173145,NOC3L,Gene Expression
TBC1D12,ENSG00000108239,TBC1D12,Gene Expression
HELLS,ENSG00000119969,HELLS,Gene Expression
PDLIM1,ENSG00000107438,PDLIM1,Gene Expression
SORBS1,ENSG00000095637,SORBS1,Gene Expression
ALDH18A1,ENSG00000059573,ALDH18A1,Gene Expression
TCTN3,ENSG00000119977,TCTN3,Gene Expression
ENTPD1,ENSG00000138185,ENTPD1,Gene Expression
ENTPD1-AS1,ENSG00000226688,ENTPD1-AS1,Gene Expression
CCNJ,ENSG00000107443,CCNJ,Gene Expression
ENSG00000287009,ENSG00000287009,ENSG00000287009,Gene Expression
ZNF518A,ENSG00000177853,ZNF518A,Gene Expression
TM9SF3,ENSG00000077147,TM9SF3,Gene Expression
PIK3AP1,ENSG00000155629,PIK3AP1,Gene Expression
LCOR,ENSG00000196233,LCOR,Gene Expression
ARHGAP19,ENSG00000213390,ARHGAP19,Gene Expression
FRAT1,ENSG00000165879,FRAT1,Gene Expression
FRAT2,ENSG00000181274,FRAT2,Gene Expression
RRP12,ENSG00000052749,RRP12,Gene Expression
PGAM1,ENSG00000171314,PGAM1,Gene Expression
EXOSC1,ENSG00000171311,EXOSC1,Gene Expression
ZDHHC16,ENSG00000171307,ZDHHC16,Gene Expression
MMS19,ENSG00000155229,MMS19,Gene Expression
UBTD1,ENSG00000165886,UBTD1,Gene Expression
MORN4,ENSG00000171160,MORN4,Gene Expression
PI4K2A,ENSG00000155252,PI4K2A,Gene Expression
AVPI1,ENSG00000119986,AVPI1,Gene Expression
MARVELD1,ENSG00000155254,MARVELD1,Gene Expression
ZFYVE27,ENSG00000155256,ZFYVE27,Gene Expression
CRTAC1,ENSG00000095713,CRTAC1,Gene Expression
R3HCC1L,ENSG00000166024,R3HCC1L,Gene Expression
HPS1,ENSG00000107521,HPS1,Gene Expression
HPS1-AS1,ENSG00000287261,HPS1-AS1,Gene Expression
HPSE2,ENSG00000172987,HPSE2,Gene Expression
GOT1,ENSG00000120053,GOT1,Gene Expression
GOT1-DT,ENSG00000224934,GOT1-DT,Gene Expression
SLC25A28,ENSG00000155287,SLC25A28,Gene Expression
ENSG00000229278,ENSG00000229278,ENSG00000229278,Gene Expression
ENTPD7,ENSG00000198018,ENTPD7,Gene Expression
CUTC,ENSG00000119929,CUTC,Gene Expression
COX15,ENSG00000014919,COX15,Gene Expression
DNMBP,ENSG00000107554,DNMBP,Gene Expression
ERLIN1,ENSG00000107566,ERLIN1,Gene Expression
CHUK,ENSG00000213341,CHUK,Gene Expression
CWF19L1,ENSG00000095485,CWF19L1,Gene Expression
BLOC1S2,ENSG00000196072,BLOC1S2,Gene Expression
SCD,ENSG00000099194,SCD,Gene Expression
OLMALINC,ENSG00000235823,OLMALINC,Gene Expression
NDUFB8,ENSG00000166136,NDUFB8,Gene Expression
HIF1AN,ENSG00000166135,HIF1AN,Gene Expression
SLF2,ENSG00000119906,SLF2,Gene Expression
MRPL43,ENSG00000055950,MRPL43,Gene Expression
TWNK,ENSG00000107815,TWNK,Gene Expression
LZTS2,ENSG00000107816,LZTS2,Gene Expression
SFXN3,ENSG00000107819,SFXN3,Gene Expression
ENSG00000273162,ENSG00000273162,ENSG00000273162,Gene Expression
KAZALD1,ENSG00000107821,KAZALD1,Gene Expression
TLX1,ENSG00000107807,TLX1,Gene Expression
BTRC,ENSG00000166167,BTRC,Gene Expression
DPCD,ENSG00000166171,DPCD,Gene Expression
POLL,ENSG00000166169,POLL,Gene Expression
FBXW4,ENSG00000107829,FBXW4,Gene Expression
LINC03046,ENSG00000224817,LINC03046,Gene Expression
NPM3,ENSG00000107833,NPM3,Gene Expression
OGA,ENSG00000198408,OGA,Gene Expression
KCNIP2-AS1,ENSG00000226009,KCNIP2-AS1,Gene Expression
KCNIP2,ENSG00000120049,KCNIP2,Gene Expression
ARMH3,ENSG00000120029,ARMH3,Gene Expression
HPS6,ENSG00000166189,HPS6,Gene Expression
LDB1,ENSG00000198728,LDB1,Gene Expression
PPRC1,ENSG00000148840,PPRC1,Gene Expression
NOLC1,ENSG00000166197,NOLC1,Gene Expression
ELOVL3,ENSG00000119915,ELOVL3,Gene Expression
GBF1,ENSG00000107862,GBF1,Gene Expression
NFKB2,ENSG00000077150,NFKB2,Gene Expression
FBXL15,ENSG00000107872,FBXL15,Gene Expression
CUEDC2,ENSG00000107874,CUEDC2,Gene Expression
C10orf95-AS1,ENSG00000269609,C10orf95-AS1,Gene Expression
C10orf95,ENSG00000120055,C10orf95,Gene Expression
MFSD13A,ENSG00000138111,MFSD13A,Gene Expression
ACTR1A,ENSG00000138107,ACTR1A,Gene Expression
SUFU,ENSG00000107882,SUFU,Gene Expression
TRIM8,ENSG00000171206,TRIM8,Gene Expression
ARL3,ENSG00000138175,ARL3,Gene Expression
SFXN2,ENSG00000156398,SFXN2,Gene Expression
WBP1L,ENSG00000166272,WBP1L,Gene Expression
CYP17A1,ENSG00000148795,CYP17A1,Gene Expression
ENSG00000282772,ENSG00000282772,ENSG00000282772,Gene Expression
BORCS7,ENSG00000166275,BORCS7,Gene Expression
CNNM2,ENSG00000148842,CNNM2,Gene Expression
NT5C2,ENSG00000076685,NT5C2,Gene Expression
PCGF6,ENSG00000156374,PCGF6,Gene Expression
TAF5,ENSG00000148835,TAF5,Gene Expression
ATP5MK,ENSG00000173915,ATP5MK,Gene Expression
PDCD11,ENSG00000148843,PDCD11,Gene Expression
SH3PXD2A,ENSG00000107957,SH3PXD2A,Gene Expression
STN1,ENSG00000107960,STN1,Gene Expression
ENSG00000289745,ENSG00000289745,ENSG00000289745,Gene Expression
SLK,ENSG00000065613,SLK,Gene Expression
SFR1,ENSG00000156384,SFR1,Gene Expression
